user_id,post_id,bio,facebookAccountId,name,twitterScreenName,username,group_medium
2863c99d899d,"895e9e3c14f7, f24341848045, f24341848045, c00ba0498519, b6eb02fc44f5, bfb980495288, 2e4b89e84740","Mathy data scientist, writer, runner. @unoceros @panopticonlabs www.briangodsey.com",,Brian Godsey,BrianGodsey,briangodsey,1
611e1b9c61f2,2ad2eeb189e8,Analyst @ CZR. Go Blue! Struggling amateur data scientist.,,Bryce Beckwith,brycebeckwith,brycebeckwith,1
255d55874a1f,"5c74ba100257, 584bc134c1e2",Data Scientist & Engineer,,Cyprien,,cyprien.henry,1
dadd2b0366a5,e25391f145a3,"data scientist, R addict.",,YvesCR,SwiftAMHE,YvesCR,1
b494182ef3aa,f71544d11f9a,Data scientist working on revolutionizing mass transit,10208017661265660,Elaine McVey,eamcvey,eamcvey,1
fa53eea3323a,47cf568859f,"Scientific Data Analyst | Aspiring Data Scientist | Python (Pandas, NumPy, Matplotlib, Scikit-learn)|",,Alise Otília Ramírez,,aliseotiliaramirez,1
4299b21b34ec,34f0f56f81ae,"Co-Founder, Chief Data Scientist at Aida",10153705711287044,Arman Akbarian,aarman,armanakbarian,1
a0e85e5a82e8,4dbc15427fc5,"Health Data Scientist, Sport, Travel and Tech Enthusiast",10156727177745473,Joe Blair,joefromlondon,joeblair_29117,1
e37ea1f1f933,c96a0f0a8d9,"Data Scientist who is mad about :- Novels, Mountains, Bikes, Coffee and Scotch",1450905124920367,Akash Singh,,aakashrajavat,1
613e8869b6c5,"416c0d88102a, 407268eaacbd, 8aafa4f72ad6, 8aafa4f72ad6, e66dbf8a8a47, 77218f0121fe, 2a703e21ea0, dcba889e0c50, d4267659312a, a7c0316de465, d9fa0f872335, be1fc76264a4","Data scientist. Statistician with MBA. Hoping to amass knowledge and share it throughout my life. Rafa Nadal Fan, Anime Lover, Love to read non fiction books.",,Venkat Raman,venksaiyan,venksaiyan,1
7de0cffe30fd,109dc4e10c52,"Passionate Data Scientist, Software Engineer at Orfium, blogger. www.thelastdev.com",,Konstantinos Siaterlis,siaterliskonsta,siakon,1
3b38a930c559,875d73eff091,Sr Data Scientist at Atlassian http://linkedin.com/in/flaounas,,Ilias Flaounas,iliasfl,iliasfl,1
eb47ac1fe691,14e3d42c19f3,Data Scientist @Daimler || Interested in • Machine Learning • Statistics • Spatial Data || Actively follows Boxing and Cricket,,Amir Jandal,AmirJandal,AmirJandal,1
432b049ed969,"9ccf32c7a658, 3f587776a94e","Data Scientist, Ethereum & Opensource dev, Go player, ex-finance and non-profits| @m_ratsim @GoAndStrat",,Mamy André-Ratsimbazafy,GoAndStrat,MARatsimbazafy,1
4d1f3e34f42e,d9c4c85c683,"My journey as an aspiring data scientist. I am a public health advocate, photographer, dancer, and proud feminist. Join me on my data science journey!",10213478912315791,Manali Shinde,EmEssence95,emessence1,1
1575525583a,"fbcf2e618be3, f80c9d7b7582","Data Scientist, studying Mathematical Applications in Economics and Finance @UofT",,Brydon Parker,parker_brydon,brydonparker4,1
99bbe0d3ab55,"cd216a3601aa, cbb59ea82144","PhD, Lead Data Scientist @bloom_life, Creator of HRV4Training.com, Traveler, Passionate Runner, Immigrant.",,Marco Altini,marco_alt,marco_alt,1
157f157d5426,7b1fc1fc03ba,"Highly connected web addict, data scientist, photographer and PhD in Computer Science.",,0asa,0asa,0asa,1
a83474a25c2,e24ae3751bf3,I am a data scientist solving some interesting problems in the industry. https://www.linkedin.com/in/sauravchakravorty/,,Saurav Chakravorty,sauravchakr,csaurav,1
43de613db389,43a003f69666,#Mom Dad lover# #Data scientist# #PhD Scholar 💻 computer science#,,Awanit Kumar,awanit_kumar,awanit_kumar,1
70b9102687fe,f55b57c23ada,"Studied translation, currently learning to speak to machines || Aspiring Data Scientist",,Ayşe Nur,untanglereality,untanglereality,1
61d5754d791f,8b70a3b81c16,Data Scientist - Analista de Dados,1824648617562739,Caio Andrian,,caioandrian,1
fbec442246b5,81ce27df515a,"Oceanographer, passionate developer and data scientist",,Leticia Portella,,leportella,1
dd9e06a0a640,"4c1cf93f1c30, f24341848045, f042c96af30a, 3ecf827375a6, 79dfb0adb7c8",Award-winning Data Scientist 👩🏾‍💻 Loves to write and explain things in different ways✨ - http://deborahmesquita.com/,,Déborah Mesquita,dehhmesquita,dehhmesquita,1
ac11031a57de,eddbb20b0b90,Data Scientist @ NASA Jet Propulsion Laboratory,,Valentino Constantinou,,vc1492a,1
271b83c8758f,"786f6746a59a, f4a2ba728e75, bf53f86ca4d5, 53720b1dbd35","Data Scientist at Sense360. USC CS PhD. Ex-{Cylance, NEC Labs, IIT Guwahati}. Building great products with data. I don't write here (yet), find me on LinkedIn.",10210143469166070,Om Patri,ompatri,ompatri,1
64e83f5cb417,"b682a42b1ba3, 6114c8195545, aa3f43ebefb6, b2d733036a52, ea18127a4d1d, 20491456a1f2",Image Data Scientist,,Randy Crawford,,crawford1957,1
ec3b768cbd62,92ca104b8349,Data Scientist. Second Act.,10153739424426469,Mark Conway,Alpha_3_1_4,MarkConway,1
f22d041d623,906faa58e12d,statistician. data scientist. all-round data evangelist. running startup data science agency in London. Come see what we do.,,Rob Hick,rsjhick,rsjhick,1
85f45ef7b53,1a2458f42b0,Data Scientist | Strategic Advisor,,Zecca Lehn,Zecca_Lehn,zecca,1
438898f28d34,3f4403709c9d,Young data scientist Curious and creative,10210374700780803,thomas vannier,thomazowski,thomazowski,1
ddb15a2e0cc5,"729276aeaba, 46ba55e1d720",Data Scientist/Machine Learning Engineer,10155375922938332,Leopoldo Corona-Nieblas,,leopoldocoronanieblas,1
91f3b6c8ace7,80b61beca4b6,Budding Data Scientist,,François P.,,francois.paupier,1
abb412402164,"83db7cd6192e, 34aecd630ed8, 7acde48256e1",Data Scientist,,Aakash Nain,,nainaakash012,1
26616579504,"f2b039fc0f59, 56d5ae3fc621",Aspiring data scientist; Life-long learner; Github: https://github.com/fananan,,Fan Liu,,fanliu.,1
9a36c48b6030,"ce48ddc8fc3a, 22deff8ec002, fda605278e4e, 703f86a231f8, 7e41f319999f","Machine Learning de día. Trombonista en @MangualaOficial de noche. Data scientist y rockero. Milanesa con fideos, y TODO con dulce de leche.",,Nico Oteiza,nicoteiz,nicoteiz,1
a069c5c5154e,"bd4f45967825, bd4f45967825, 9ec80d148d27, 47cf568859f, 6a8fdd4a3904",Ram works as a Data Scientist at a top Wall Street investment bank. He also teaches part time at General Assembly and New York Institute of Finance.,,Ram Seshadri,,ram.seshadri,1
6515825a98c3,e7c3874157e0,The financial data scientist that doesn't understand commodity market. Home barrista. R&D. Professor,,Charles,charleswg,charleswg,1
4d2380d0ce10,"33f27b18305e, 4b763e2eb442",Data Scientist @ Kik.,,Ryan Kelly,,ryan.kelly_25512,1
e3d4e6c467c6,f6fa77c90190,"Researcher, engineer, data scientist, educator, explorer..",10153759696320049,Aiko Yamashita,aikochama,aikochama,1
d5b0018cbb19,2b9fe01b9bb5,"Statistician and Data Scientist, I am interested in all aspects of research that involves data and uncertainty. I consider Statistics a way of thinking.",,Thomas Speidel,ThomasSpeidel,ThomasSpeidel,1
e746a0fcb7b6,"db2e33a26f10, fe89e12ffbd3, d1a1528f0dea, 8994719bcca8, 4285afd77c3b, b77edbc83816",Infinitely Curious Data Scientist @Volkswagen Group Services | Learn & Share,10154029720402034,Jan Zawadzki,,janzawadzki,1
b35e27dc2cf8,e0bee6248fd4,"Dancer, long-distance cyclist, data scientist.",10203351766372470,Kelly ChowChow,,chowchowkelly,1
9a10c8eb66a4,"48ad07578448, d4d641f48258, d4d641f48258","Code Writer, Math Enthusiast and Data Scientist, yet.",1031808770194804,Dboy Liao,,dboyliao,1
7d0562759e87,c24a9d5e254e,"Data Scientist at UNIQA Insurance Group, PhD in CS, passionate about machine learning, statistics, data mining, programming, blockchain, and many other fields.",,Philipp Singer,ph_singer,ph_singer,1
7cfb1b8791bb,"fcff5aaa9f0c, c1c7a2d2b8d7, 37bff8088505, 83a05b5fe167, 5301071d9dc3, 119946f9e8dd, 95a0545041d5, 181e838f698e, f8ef0be21771",Data scientist; Research engineer; a physics guy with passion and hunger in using data to solve business problems. Coffee lover ☕️,1038656189632774,Admond Lee,,admond1994,1
dafca6b0e5d8,eea3ac374835,COO at Valohai Ltd. - Providing scalable & devops-free ML infrastructure with versioning and full reproducibility to data scientists working with Deep Learning.,10152153487973740,Toni Perämäki,toniperamaki,toniperamaki,1
440332e89a8f,f21faddb1d40,Data Scientist In Residence and Local Instructor at General Assembly,,Ben Shaver,benpshaver,benpshaver,1
7bd4c7adcfd0,919da17ecefb,Newbie Data Scientist exploring the ocean of Data Science,,Mohammed Sunasra,,MohammedS,1
b519b6757a7d,e36a95f3a164,data scientist at @svdatascience,,Colin Higgins,colinahiggins,colinahiggins,1
604a1c11bc3,"c8bcdaa41daa, 875d73eff091, 1a5ad87fe48",Data scientist; Mathematician (Computational Geometry); Thinker; Moderated geek; Views are my own.,,Dror Atariah,drorata,drorata,1
a2a3e23fec63,270ecb97cdeb,Extreme Data Scientist @ PandaScore,,Liam Schoneveld,,liam.sch,1
603df8386889,30505541d877,Data Scientist,1352506531526030,Amir Vahid,,amirvahid,1
24104a01fc98,e89ebd63a73e,Data Scientist at Twitch,,Carson Forter,carsonforter,carsonforter,1
7b67cdb1f92d,f4d58b370002,Data Science and Machine Learning Editor @ Towards Data Science & Data Scientist @ Feedzai,,Inês Teixeira,,inessalavisateixeira,1
c5d1e30aa081,"997e1e7e297b, cc21325ef5de",Medical doctor turned data scientist. Interested in application of machine learning and AI in healthcare.,,Koundinya Desiraju,,drkoundinyadesiraju,1
3a28a4f1fd43,49d13c997f2a,"Engineer, Data Scientist, Ethical Hacker, Life-long Student-to-the-game",10155525657551478,Jovonni L. Pharr,,jovonnipharr,1
410df9652b7b,"6eb242b41f9c, f1d63abb8ba7","Recovering Entrepreneur, Relapsed Writer, Data Scientist Curating & Seeking Cures. Lust for Wander. Love to Wonder.",,Steven Brian Sikes,comagine,comagine,1
7b55b6663fb9,d804b2e04ef8,"Data Scientist working on NLP problems, M.Sc. in Computer Science, located in Germany 🇩🇪",,Dennis,k1ckedinthehead,dennis...,1
e825c394303f,1d45c5d6da77,Tweeting on bio for data scientists. In Doha! -- the greatest city ever.,,Robert Ness,osazuwa,osazuwa,1
17fddc692385,b7169f08b6ad,Data Scientist in the Bay Area,10103726451094037,Sergio Rego,,sergiocrego,1
e2a8b9e7b668,384257dad9d8,A data scientist/ data shepherd: one who herds data across the roaming prairie of ((d|m)is)information.,,Sharon H. Chou,,cnorahs,1
5b6a10b5678a,"5d87bd75ced, f94ddb788a5e, d2cdff092855, 6a0d9c664e84, f0e0b79b42f7, 9e9d8fd91446, e8f0d5a4a419",Alastair Majury is a highly experienced Senior Business Analyst / Data Scientist with a proven track record of success. https://www.majurychangemanagement.com/,,Alastair Majury,,alastairmajury,1
330be7bbc79d,978675c95776,Data Scientist,,Felix Mohr,,felixmohr,1
e2a70bff2c64,8bb37cc821b3,Data Scientist @ BMW Group,,Kaja Schmidt,,kajaschmidt,1
60080a3ea2c9,"bf253a6d6fb2, 6ac58b27cca",Data Scientist,,Daniel John,,danieljohndev,1
537ac5f7a8f8,8860df51a9e1,Aspiring Data Scientist,,Phillip H,,threetimberland,1
2b1c8f1b5d10,"f24341848045, 6893aa867002, adc17c5e55e1",Data Scientist. PhD in CS. Ex-Data Scientist @Microsoft. Making jokes with a serious face.,1288337371260881,Dmitry Petrov,FullStackML,fullstackml,1
defb8a4d5ef1,eddabe572b49,Data Scientist- Keeping up with Data Science and Machine Learning. #datascience #machinelearning #womenintech,,Anuja Nagpal,anuja_nagpal,anujanagpal,1
5b24f4bf508b,"d43d6fa19d2, e692f549b163, d4171f51c23f, da4975588aa3, 924734c71417, becd4d56c9c8, d20ab6b071d2","Data Scientist — Machine Learning, Data Mining, Analytics, Business Intelligence",,Wagner Rodeski,,wagner_rodeski,1
5b26cfd4b481,d067cef99e1c,Machine Learning at Google. Former Principal Data Scientist at Opower.,,Ben Packer,packer_ben,packer_ben,1
7aeae1b2ad81,"18f111fcc007, fe593900282e, fe593900282e, fe593900282e, fe593900282e, 1f784fccfc5e, b2993424272f, a9bf14f08354, 8eac5ce81d1",Dresseur de données | Considérations intempestives d’un data scientist. http://oceandata.io,1063445567025163,Thomas Gerbaud,tgerbaud,oceandata,1
ea1a04c67ca,c908c951f3bf,"Feminist, Creative Technologist, Data Scientist, Print Artist, Foodie & explorer. Alumni @recursecenter, Organiser of @hackandtellLDN, @pydatalondon",,Ruby Childs,RubyChilds,RubyChilds,1
d1b9fd85b8e6,b3c49289cd3d,"industrial data scientist, recovering academic Neuroscientist: #machinelearning #Rstats #RShiny #deeplearning #python #scikitlearn #julialang #kaggle",10100558677662379,Alexander Flyax,aflyax,aflyax,1
5b38d8e522fc,7127b559bd8,"Father,Data Scientist https://www.linkedin.com/in/hincal-topcuoglu-b474446a/",,Hıncal Topçuoğlu,,hincal.topcuoglu,1
c5627836befd,8dc8ac81efa9,Father. Husband. Citizen. Data scientist. Lead Developer. Songwriter.,10100924911607747,robin chauhan,robinc,rchauhan,1
7fc008d9ab40,ea016dca86fd,Feminist. Story teller. Fledgling data scientist. Not so much selfish as narcissistic. Your future boss...,,Sidney Omondi,princelySid,princelysid,1
7294e0b3b452,a2a82265e59d,Data Scientist | Technical Author | Natural Language Processing | Machine Learning|Deep Learning | Artificial Intelligence,,Jalaj Thanaki,jalajthanaki,jalajthanaki,1
c57e7bc5a735,a6fd230db85c,Data Scientist & Design Researcher,369285880104428,Jason Stanley,jstanl,jasonstanley_70840,1
5b4b2c715725,7b1fe79be363,"CEO of @plon_io and Ermlab software house. PhD, researcher, data scientists and entrepreneur. I enjoy swimming, running and biking.",,Krzysztof Sopyła,ksopyla,ksopyla,1
877af3272ec1,"80d022a18aec, cb30e34f9384, ab44d677dc5e, b58e28e3484f, 5d87bd75ced, f8ef0be21771, b5c7bdc84be5, 28cdbf5aa234, b1a1318e24db, dfe32e82bffd, fe89e12ffbd3, da4e47099a7b, b853b8621ac7, f54324193e63, 39e9bbbbf452, f305f4c9033d, 18644e701cf1, 749ece4d8860, 93fe7008fa9",Aspiring Great Data Scientist https://maviator.github.io,,Mohtadi Ben Fraj,mohtadiBenFraj,mohtedibf,1
39b5b7429b88,3d4f6190c2aa,Data Scientist — Working @Sicara_fr,2006408549603972,Martin Müller,,martinmller_55863,1
52bee7ebf03,f144d23d4e09,A hungry fool | Data scientist at Stitch Fix,,Sky Yin,piggybox,piggybox,1
1c974e51238c,3f445d421dff,data scientist working in music.,,John Rosenfelder,,john.rosenfelder,1
242776f71170,"434dfb5a209c, 9eb282a0f96b, 62b9acd11692, 4dc201e27086, 80b61beca4b6, 316e61871dd8, 46c74a6f861f","Educator, Aspiring Data Scientist and Analyst trying to uncover hidden truths. Editorial Associate at Towards Data Science.",10102113677605192,Andrew DeCotiis-Mauro,kaumaron,akdm,1
d2eef42f5ed1,33f9e403694a,A chip of the new block. | Data Scientist |Product junkie | Web Techie.I write stuff & get stuff done! #MachineLearnig #AI #PredictiveAnalysis Lead @startup_buz,,Kelvin Oyanna,,Kelvin_Oyanna,1
eb1b13bf211b,eec7d0a50bcf,Data Scientist and TensorFlorist at inovex GmbH,,Marcel Kurovski,,marcel.kurovski,1
d2d1d555bca6,a0054e2c1a4c,Freelance data scientist and Director of LETU Mongolia. Keen observer of Mongolia.,100001290104780,Robert Ritz,robertritz88,robertritz,1
24cd8f58086a,78515b2389af,"Data Scientist @Airbnb; previously @Etsy, @Thumbtack, @Wayfair; Neuroscience & Philosophy @Harvard",10208004500969268,Bill Ulammandakh,BilguunU,bilguun,1
52d5dc388cf2,7a90854fbbb7,feminist | data scientist | nairobi data science and machine learning community organizer | writer of code and prose | dreamer and doer of impossibilities,,Kathleen S.,,kathleensiminyu,1
28fb94325820,e2f06eab496b,"Data Scientist, Founder at https://dataship.io",,Waylon Flinn,waylonflinn,waylonflinn,1
e7c5e9c3bb6f,9eb0938c22bd,An AI enthusiast working as a Data Scientist @ Quantela Inc.,,Abhijay,jay_ghildi,highlandpadfoot,1
e7c64936e169,"f7780a77b927, ddca914e9dd1, f1b88f492e62, 4719a8deecbf",I am a data scientist for a non-profit organization. I also volunteer for editing work with Toward Data Science.,,Juilien Hsu,,juilienhsu,1
41d92974c91,99e69eac585e,"Data Scientist in making, http://saikatkumardey.com",562754020518704,Saikat Kumar Dey,deysaikatkumar,saikatkumardey,1
a6afab34daf3,"edd8f1cf8f2d, f0812effc72, ccbae67fa806","Energy mountain, Sprouting data scientist!",10203955267077323,Vikram Iyer,Vikkyaa,TheLariat,1
bea753eb5d92,"b0f3142b9366, 54deab2fce39, d45f8bf7bbc4",Data Scientist,,Prakash Jay,14prakash,14prakash,1
8bd8e77224cd,228f0acae363,Future Data Scientist,10211225926830244,Bengi Koseoglu,,bengikoseoglu,1
a1e3728cf34f,7ffeb0ff1ae6,"Freelance management consultant and data scientist based in Bangalore, India. Also Resident Quant at the Takshashila Institution",,karthik,karthiks,karthiks,1
a1e99616f078,434dfb5a209c,Data Scientist..Power Yogi..Tennis Lover,,Priyanka Chauhan,,priyanka86.mbm,1
71e83b2b4b65,"33dab049d965, 33dab049d965, 33dab049d965, 1c52ed44439c",Researcher | Technology | Aspiring Data Scientist,10205497569984271,"Olumuyiwa Ibidunmoye, PhD",muyiibidun,muyiibidun,1
24a51ceae50a,"8dc23bcaa7cb, a524bf5bf1c, 601172f7603e, 4a602679dac2, dad368c5b830, 1a023eaab2a5, 8283cb5dbac3","Former: Lead tech @DigitalCatapult, Lead data scientist @SonyPlaystation, data scientist @theGuardian, bio-statistician, neuroscientist & psychologist",61005280,Justin Grace,JustinTimesUK,justintimesuk,1
41a7fb315f81,d85e4f0874e8,Senior Data Scientist @ASOS #recsys,,Saúl Vargas,saulvargas,saulvargas_35472,1
a6454dd9aab7,601172f7603e,Data Scientist | Co-Founder of xplore.ai,,Enrique Herreros,kikExclusive,eherreros,1
de87db488c7,693e74b33f1e,General all-around hacker and tinkerer (also a Data Scientist),10154428460214040,Soumendra P,dataBiryani,soumendra,1
e2f299e30cb9,2c5196c81cd3,"Data Scientist and Master Student, Data Science Communicator and Advocate",100001147717970,William Koehrsen,koehrsen_will,williamkoehrsen,1
da7e761a488a,625b230da33,IT analyst today. Data Scientist tomorrow.,1207384002647665,Thiago Ribeiro,,ribeiro.thi,1
7ee89a50f8bd,788b215b074b,"Math & Economics teacher, budding data scientist with aspiration of data-science curriculum development.",,Austin Harvey,akharvey,akharvey,1
65e05885867b,"65b9f703f932, 5ad3c5d5b8bd","Data scientist, creator: BreakIntoDataScience.com, blogger at markmeloon.com. If you want a job in data science, you should follow me.",10205458850174432,Mark Meloon,MarkMeloon,MarkMeloon,1
befcac84b269,cb8237bfce2f,Data Scientist @SAP / Former Particle Physicist @CMSexperiment @CERN / Bayesian Agnostic,,Steffen Röcker,sroecker,sroecker,1
a261fe250485,"4e393fbdb2a6, 5fb2b504a110, 30366488f66b, 3e1bf05b5440, d28615947ff4, b289e1601eb2, a17864280916, 872f2570f75a, 31f075809ffd, 53007d7f195f, 469cc1d21f9, d2cdff092855, 91e06432a01e, e1f86f331fb1, ea5c49e74318, 340f239c9cd2, 25ce4b6eec40, 696632622d5f, a4a2dc2e1108, 5cc8f34a5964, fe9b54227d92, cc7ad46b138f, 8d7700134c8e, d215c251ed12, 7412d121798d, 551ca1a32634, 2238687cae45, 1412e68dee84, edd985562b73, f60ae8766639, b4617a95c9b9, b4617a95c9b9, 77951dd94a09, e425f28c6a1a, b7b630ea7e74, 4dafc963f2ef, f331e207b0cb, eddbb20b0b90, c7736f2c7d80","Nanotechnology Data Scientist, Proud Father and Husband, Graphic Designer and Writer for Fun, Searching Wisdom",,Matthijs Cox,,matthijs.cox,1
1790d9d468f3,1d45c5d6da77,Curious Data Scientist,,Srikanth Kuthuru,,coolbot,1
bebb98d5c168,228dbedad5b9,"O’Reilly author of Web Scraping with Python, software engineer and data scientist, bachelor’s at Olin College of Engineering, master’s at Harvard Extension",536993650406,Ryan Mitchell,Kludgist,kludgist,1
8fd17f72334a,cbe10adfb562,"A good data scientist, mediocre computer scientist, terrible running partner.",,Kemal Tugrul,,kemal.tugrul,1
6bf0197496ab,"a679ff0013ba, a679ff0013ba","software dev, data scientist. alum: USC EE, interested in culture, technology and feminism",,Layla Tadjpour,laylatadjpour,laylatadjpour,1
2934405b105d,d7495cfb127c,"COO/Chief Evangelist/Data Scientist @DataLeader_io Geek, Blogger, Vlogger. I wrangle kids, dogs, and #data. #MachineLearning, #ai, and #IoT obsessed.",,Frank La Vigne,Tableteer,Tableteer,1
5bd01667d4e5,e89ebd63a73e,"I like handwaving w/ numbers, hacking with Python, fiddling with Excel. Data scientist, photographer, igo/weiqi player. Formerly @bitly, @Meetup",,Randy Au,Randy_Au,Randy_Au,1
b5bfe59b30a8,"7bf57e3f12f1, ac2125ce4f76, 7903e77d1919, c2461f7e45fc, d4764a1cf2f5, d60f44c74ed6","Neuroscientist turned Data Scientist, Product @ SafeGraph",10100279698458884,Ryan Fox Squire,RyanFoxSquire,ryan.fox.squire,1
157101b88a07,"eda6f6e3448b, dd904506bee8, 9c9fbbdc46cc, 18f111fcc007",技能點歪的 Data Scientist/ Engineer/ DevOps ?? Github: https://github.com/bryanyang0528,1110904219000563,Bryan Yang,,bryanyang0528,1
f1a60809fe9b,3c0fe15b6674,"I am a Software developer based in Kampala, Uganda. I am also an aspiring data scientist.",,Joel Eyamu Jr,,joeleyamu,1
274dd929e6fc,86efed303eeb,Data Scientist @ Stitch Fix,10102249282826117,John McDonnell,johnvmcdonnell,johnvmcdonnell,1
ee006fb5bcd5,2421076a5892,Aspiring data scientist. Passionate for physics and mathematics. Have a special love for poems.,,Harish Kandan,,harishkandan95,1
f371096c5d23,d2cdff092855,Growing to become a data scientist/business analyst,1364893083568456,Rosa Zhou,rosazdata,Rosa2017,1
84942c607678,2366c9b61d3d,Clinical data scientist; parallel entrepreneur,,Jordan Engbers,jengbers,jengbers,1
d31fa75ce7c7,"ac863fa829fb, 4227c5c457d7, c5b576375f7f",Data Scientist at Fulcrum Analytics and Coffee Geek.,,Adriano Yoshino,Adrianomy,iamyoshi,1
11ca8872d783,5b0e4be3938a,"Data scientist, economic policy nerd, basic income advocate, YIMBY",10104796406978773,Max Ghenis,maxghenis,MaxGhenis,1
6f0b045d5681,1e317ae4587d,"Author/chief data scientist/PhD student (The University of Sydney). Interests: NLP, computer vision, and robotics (www.thushv.com)",,Thushan Ganegedara,,thushv89,1
13c084c521ae,edd5e7fa1278,"Student@UWaterloo, Full stack data scientist",,Sai,,saaitejaa,1
631978840bc3,4a146f085f17,Data scientist,1264669273568174,Anastasiia Kornilova,fire_fox,fire_fox,1
d34e068c539a,6a64422f7dce,"Data scientist, coder, computer nerd.",,Valentin Berthelot,,valentin.berthelot5,1
6f224add9430,f8e8fa394176,I’m a data scientist. Derivatives make me happy. Visit my website: www.rawanyat.com,,Rawan Hassunah,,rawanhassunah,1
11881363dca,e1cc4173513e,"Seasoned Data Scientist / Software Developer with blended experience in software development, IT, DevOps, PM and C-level roles. CTO at http://sbc-group.pl",,George Vyshnya,gvyshnya,gvyshnya,1
d3563c604120,594041081643,"Data Scientist, Photographer, Med School Dropout. Solving Problems and Making Problems.",,Sang Han,jjangsangy,sanghan,1
f44e6392e1c6,594208074f85,"aspiring data scientist, reading enthusiast.",244200696041633,Hajir Almahdi,hajir_almahdi,hajir93,1
